name,opening_hours,type,state_district,country,county,state,city_district,postcode,country_code,village,road
Deli lounge,,bar,Surabaya,Indonesia,Lakarsantri,Jawa Timur,RW 04,60185,id,Lakarsantri,Jalan Citraraya Utama
Oase club,,bar,Surabaya,Indonesia,Putat Gede,Jawa Timur,RW 01,60225,id,Putat Gede,Jalan HR. Muhammad
Markas,,bar,Surabaya,Indonesia,Panjang Jiwo,Jawa Timur,RW 02,60119,id,Panjang Jiwo,Jalan Panjang Jiwo
Dal Ga Dot,,bar,Surabaya,Indonesia,Lidah Kulon,Jawa Timur,RW 13,60185,id,Lidah Kulon,Jalan Niagara Gapura
Our Bar,Su-Th 17:00-01:00; Fr-Sa 17:00-02:00,bar,Surabaya,Indonesia,Embong Kaliasin,Jawa Timur,RW 04,60271,id,Embong Kaliasin,Jalan Embong Cerme
Option billiard,Mo-Su 10:00-01:00,bar,Surabaya,Indonesia,Jeruk,Jawa Timur,RW 04,60185,id,Jeruk,Jalan Telaga Utama
Desperados Grill and Bar,"Fr, Sa 18:00-01:30; Mo-Th, Su 18:00-02:30",bar,Surabaya,Indonesia,Pakis,Jawa Timur,RW 10,60256,id,Pakis,Jalan Bintang Diponegoro
STMJ Bu Nunuk Pojok Ngagel,,cafe,Surabaya,Indonesia,Ngagelrejo,Jawa Timur,RW 01,60245,id,Ngagelrejo,Jalan Ngagel Rejo Utara VI
Warkop Damai,,cafe,Surabaya,Indonesia,Wonorejo,Jawa Timur,RW 02,60296,id,Wonorejo,Jalan Wonorejo Asri XXI
Le cafe gourmand,Mo-Su 08:00-23:00,cafe,Surabaya,Indonesia,Babatan,Jawa Timur,Kawasan Superblock Pakuwon,60185,id,Babatan,Jalan Bukit Darmo Boulevard
Elizabeth James,Mo-Su 10:30-22:00,cafe,Surabaya,Indonesia,Pradahkali Kendal,Jawa Timur,RW 02,60185,id,Pradahkali Kendal,Jalan Kondominium Graha Famili
Starbucks,,cafe,Surabaya,Indonesia,Dukuh Pakis,Jawa Timur,RW 05,60225,id,Dukuh Pakis,Jalan Kencanasari Barat I
Calibre Coffee Roasters,,cafe,Surabaya,Indonesia,Ketabang,Jawa Timur,RW 06,60272,id,,Jalan Walikota Mustajab
Palms,,cafe,Surabaya,Indonesia,Lidah Wetan,Jawa Timur,RW 06,60185,id,Lidah Wetan,Jalan Imperial Golf Regency
Monopole Coffee Lab,,cafe,Surabaya,Indonesia,Sono Kwijenan,Jawa Timur,RW 03,60226,id,Sono Kwijenan,Jalan Raya Darmo Permai I
Kedai Tua Baru,Mo-Su 11:00-22:00,cafe,Surabaya,Indonesia,Kedungdoro,Jawa Timur,RW 01,60261,id,Kedungdoro,Jalan Tegalsari
Starbucks,,cafe,Surabaya,Indonesia,Ketabang,Jawa Timur,RW 04,60271,id,Ketabang,Jalan Gubeng Pojok Dalam
Starbucks,Mo-Su 07:30-23:00,cafe,Surabaya,Indonesia,Babatan,Jawa Timur,RW 11,60185,id,Babatan,Jalan Bukit Darmo Boulevard
Excelso,Mo-Su 10:00-22:00,cafe,Surabaya,Indonesia,Lidah Kulon,Jawa Timur,RW 06,60185,id,Lidah Kulon,Jalan Puri Widya Kencana
Kopi Ganes,,cafe,Surabaya,Indonesia,Keputih,Jawa Timur,RW 06,60111,id,Keputih,Jalan Keputih Tegal Timur II
Kedai kopi SINGGALANG,,cafe,Surabaya,Indonesia,Bubutan,Jawa Timur,RW 03,64412,id,Bubutan,Jalan Lamongan
Warkop tugu emas,,cafe,Surabaya,Indonesia,Pakis,Jawa Timur,RW 01,60256,id,Pakis,Jalan Wonokitri 2
jj-coffee,,cafe,,Indonesia,,Jawa Timur,,61256,id,Wedoro,Jalan Brigjend. Katamso
Starbucks,,cafe,Surabaya,Indonesia,Wonokromo,Jawa Timur,RW 04,60231,id,Wonokromo,Jalan Ahmad Yani
After you,Mo-Su 11:00-23:55,cafe,Surabaya,Indonesia,Jeruk,Jawa Timur,RW 04,60185,id,Jeruk,Jalan Telaga Utama
Starbucks,Mo-Su 07:00-22:00,cafe,Surabaya,Indonesia,Lidah Kulon,Jawa Timur,RW 06,60185,id,Lidah Kulon,Jalan Telaga Golf
Starbucks,,cafe,Surabaya,Indonesia,Mulyorejo,Jawa Timur,RW 07,60115,id,Mulyorejo,Jalan Dharmahusada Indah Timur
High Point Cafe Speciality,,cafe,Surabaya,Indonesia,SiwalanKerto,Jawa Timur,RW 01,60236,id,Siwalankerto,Jalan Siwalankerto
Warung pojok,,cafe,,Indonesia,,Jawa Timur,,61252,id,Buduran,1
Warung Bu Lilik,,cafe,,Indonesia,,Jawa Timur,,61254,id,Waru,Jalan Jenderal S Parman 4
Ndayak warkop cak gilun,Mo-Su 06:00-11:45,cafe,,Indonesia,,Jawa Timur,,61254,id,Ganting,Jalan Wonokoyo
Shae Cafe and Eatery,,cafe,Surabaya,Indonesia,Ngagel,Jawa Timur,RW 04,60246,id,,Jalan Bawean
Warkop Kong Hari,24,cafe,,Indonesia,,Jawa Timur,,61254,id,Waru,Jalan Letjen S Parman
Warkop Nobar,16:00-02:00,cafe,Surabaya,Indonesia,Sememi,Jawa Timur,RW 05,60198,id,Sememi,Jalan Bandarejo III
Sapi Milk,,cafe,Surabaya,Indonesia,Menur Pumpungan,Jawa Timur,RW 04,60118,id,Menur Pumpungan,Jalan Raya Manyar
Pazkul,,cafe,,Indonesia,,Jawa Timur,,60271,id,Jati,Sidoarjo
Kedai Kopi (Keiko),,cafe,Surabaya,Indonesia,Klampis Ngasem,Jawa Timur,RW 01,60117,id,Klampis Ngasem,Jalan Klampis Ngasem gang masjid
Surabaya pagi,,cafe,Surabaya,Indonesia,Krembangan Selatan,Jawa Timur,RW 10,60175,id,Krembangan Selatan,Gang Jalak
Historica Coffee & Pastry,,cafe,Surabaya,Indonesia,Gubeng,Jawa Timur,RW 04,60281,id,Gubeng,Jalan Sumatera
Pisa,Mo-Su 11:00-21:00,cafe,Surabaya,Indonesia,Pradahkali Kendal,Jawa Timur,RW 08,60185,id,Pradahkali Kendal,Jalan Simpang Darmo Permai Selatan IV
Autonet,,cafe,Surabaya,Indonesia,Keputran,Jawa Timur,RW 06,60265,id,Keputran,Jalan Mojopahit
Coffee Toffee,,cafe,Surabaya,Indonesia,Klampis Ngasem,Jawa Timur,RW 02,60117,id,Klampis Ngasem,Jalan Klampis Jaya
Coffeezone,,cafe,Surabaya,Indonesia,Keputran,Jawa Timur,RW 06,60265,id,Keputran,Jalan Tumapel
Kabinet,Mo-Su 08:00-22:00,cafe,Surabaya,Indonesia,Lidah Wetan,Jawa Timur,RW 06,60185,id,Lidah Wetan,Jalan Bukit Indah Lontar 1
Le Cafe Gourmand,Mo-Su 08:00-22:00,cafe,Surabaya,Indonesia,Tegalsari,Jawa Timur,RW 02,60262,id,Tegalsari,Jalan Pregolan
De mandailing Cafe n Eatery Jemur Sari,,cafe,Surabaya,Indonesia,Jemur Wonosari,Jawa Timur,RW 08,60237,id,Jemur Wonosari,Jalan Jemur Sari
Supresso,,cafe,Surabaya,Indonesia,Babatan,Jawa Timur,RW 09,60185,id,Babatan,Jalan Puncak Lontar I
Starbucks,Mo-Su 10:00-22:00,cafe,Surabaya,Indonesia,Lontar,Jawa Timur,RW 01,60185,id,Lontar,Jalan Raya Lontar PLN
Otoclassic Cafe,,cafe,Surabaya,Indonesia,Baratajaya,Jawa Timur,RW 04,60284,id,Baratajaya,Jalan Krukah Timur
Churrz,,cafe,Surabaya,Indonesia,Pradahkali Kendal,Jawa Timur,RW 11,60185,id,Pradahkali Kendal,Jalan Kondominium Graha Famili
One Dollar Cafe,,cafe,Surabaya,Indonesia,Ngagel,Jawa Timur,RW 10,60246,id,Ngagel,Jalan Bung Tomo
Bon Cafe,Mo-Su 09:00-22:30,cafe,Surabaya,Indonesia,Lidah Wetan,Jawa Timur,RW 06,60185,id,Lidah Wetan,Jalan Lingkar Dalam Barat
Four Seeds Coffee,,cafe,Surabaya,Indonesia,Manyar Sabrangan,Jawa Timur,RW 07,60285,id,Manyar Sabrangan,Jalan Manyar Kertoarjo
Layali Shisha Cafe and Lounge,,cafe,Surabaya,Indonesia,Gubeng,Jawa Timur,RW 04,60281,id,Gubeng,Jalan Sumatra
Communal,,cafe,Surabaya,Indonesia,Manyar Sabrangan,Jawa Timur,RW 09,60115,id,Manyar Sabrangan,Jalan Kertajaya Indah Tengah
"Philip's coffee",Tu-Su 09:00-21:00,cafe,Surabaya,Indonesia,Babatan,Jawa Timur,Kawasan Superblock Pakuwon,60185,id,Babatan,Jalan Bukit Darmo Boulevard
Cafe Glass,,cafe,Surabaya,Indonesia,Baratajaya,Jawa Timur,RW 03,60284,id,Baratajaya,Jalan Nginden
Quickly,,cafe,,Indonesia,,Jawa Timur,,61253,id,Semampir,Jalan By Pass Juanda
GR Café (Gue Rasa ini Café),,cafe,Surabaya,Indonesia,Ngagel,Jawa Timur,RW 10,60245,id,Ngagel,Jalan Bung Tomo
Skyline design,,cafe,Surabaya,Indonesia,Babatan,Jawa Timur,Kawasan Superblock Pakuwon,60185,id,Babatan,Jalan Bukit Darmo Boulevard
Caturra Espresso,,cafe,Surabaya,Indonesia,Sawahan,Jawa Timur,RW 07,60251,id,Sawahan,Jalan Ansjasmoro
Starbucks,,cafe,,Indonesia,,Jawa Timur,,60252,id,Semampir,Jalan By Pass Juanda
Spago,Mo-Su 10:30-22:30,cafe,Surabaya,Indonesia,Lidah Kulon,Jawa Timur,RW 13,60185,id,Lidah Kulon,Jalan Niagara Gapura
Bird house,Mo-Su 12:00-22:00,cafe,Surabaya,Indonesia,Babatan,Jawa Timur,Kawasan Superblock Pakuwon,60185,id,Babatan,Jalan Bukit Darmo Boulevard
Excelso,,cafe,Surabaya,Indonesia,Embong Kaliasin,Jawa Timur,RW 07,60271,id,Embong Kaliasin,Jalan Panglima Besar Sudirman
KPK Latar Ombo,,cafe,Surabaya,Indonesia,Karah,Jawa Timur,RW 06,60231,id,Karah,Jalan Raya Karah
Redback,Mo-Su 06:00-22:00,cafe,Surabaya,Indonesia,Pradahkali Kendal,Jawa Timur,RW 08,60185,id,Pradahkali Kendal,Jalan Raya Darmo Permai Selatan
The Coffee Bean & Tea Leaf,,cafe,Surabaya,Indonesia,Gunungsari,Jawa Timur,RW 05,60225,id,Gunungsari,Jalan Kencanasari Timur XX
MIXTIX,"We-Su 15:00-00:00, Mo 15:00-00:00",cafe,Surabaya,Indonesia,Jeruk,Jawa Timur,RW 04,60185,id,Jeruk,Jalan Telaga Utama
Blackbarn Coffee,,cafe,Surabaya,Indonesia,Dr. Sutomo,Jawa Timur,RW 14,60264,id,Dr. Sutomo,Jalan Untung Suropati
"Dunkin' Donut",,cafe,Surabaya,Indonesia,Pacar Keling,Jawa Timur,RW 07,60131,id,Pacar Keling,Jalan Gubeng Masjid
Warung danang,Mo-Sa 00:00-24:00,cafe,Surabaya,Indonesia,Mulyorejo,Jawa Timur,RW 09,60115,id,Mulyorejo,Jalan Dharmahusada Indah II
Too Too Moo Patisserie,,cafe,Surabaya,Indonesia,Dr. Sutomo,Jawa Timur,RW 14,60264,id,Dr. Sutomo,Jalan Untung Suropati
Feliz Guest House & Cafe,,cafe,Surabaya,Indonesia,Kendangsari,Jawa Timur,RW 01,60237,id,Kendangsari,Jalan Raya Kendangsari
Kafe Panorama,,cafe,Surabaya,Indonesia,Manyar Sabrangan,Jawa Timur,RW 08,60285,id,,Jalan Menur
Stilrod Cycle Shop,,cafe,Surabaya,Indonesia,Darmo,Jawa Timur,RW 03,60241,id,,Jalan Juwono
Kudos Cafe,Mo-Th 08:00-22:00; Fr-Su 08:00-23:00,cafe,Surabaya,Indonesia,Lidah Wetan,Jawa Timur,Kawasan Superblock Pakuwon,60241,id,Lidah Wetan,Jalan Lingkar Dalam Barat
Libby cafe,,cafe,Surabaya,Indonesia,Tanjungsari,Jawa Timur,RW 03,60184,id,Tanjungsari,Jalan Raya Sukomanunggal Jaya
Cafe Glass,,cafe,Surabaya,Indonesia,Mojo,Jawa Timur,RW 06,60281,id,Mojo,Jalan Profesor Doktor Moestopo
Tea Presso,,cafe,Surabaya,Indonesia,Babatan,Jawa Timur,RW 11,60227,id,Babatan,Jalan Boulevard Famili Selatan
Starbucks,,cafe,Surabaya,Indonesia,Krembangan Selatan,Jawa Timur,RW 09,60174,id,,Jalan Bubutan
,,cafe,,Indonesia,,Jawa Timur,,60271,id,Sidokumpul,Jalan Trunojoyo
Break Cafe,,cafe,,Indonesia,,Jawa Timur,,61253,id,Betro,Jalan Ir. H. Juanda
Calipto,Tu-Su 09:00-21:00,cafe,Surabaya,Indonesia,Sambikerep,Jawa Timur,RW 08,60185,id,Sambikerep,Jalan Telaga Puspa Raya
Noach Cafe & Bistro,Mo-Th 11:00-22:00; Fr-Sa 11:00-22:00,cafe,Surabaya,Indonesia,Tegalsari,Jawa Timur,RW 02,60271,id,Tegalsari,Jalan Pregolan
Coyote,,cafe,Surabaya,Indonesia,Embong Kaliasin,Jawa Timur,RW 02,60271,id,Embong Kaliasin,Jalan Jenderal Basuki Rachmat
Excelso,,cafe,Surabaya,Indonesia,Mulyorejo,Jawa Timur,RW 09,60115,id,Mulyorejo,Jalan Dharmahusada Indah Timur XVI
Starbucks,Mo-Su 10:00-22:00,cafe,Surabaya,Indonesia,Babatan,Jawa Timur,Kawasan Superblock Pakuwon,60185,id,Babatan,Jalan Puncak Indah Lontar Barat
The Café,11:00-22:00,cafe,Surabaya,Indonesia,Krembangan Utara,Jawa Timur,RW 10,60261,id,,Jalan Kebalen Timur
Ohana,,cafe,Surabaya,Indonesia,Babatan,Jawa Timur,Kawasan Superblock Pakuwon,60185,id,Babatan,Jalan Bukit Darmo Boulevard
GatherInc.,"Mo-Fr 10:00-22:00; Sa, Su 10:00-23:00",cafe,Surabaya,Indonesia,Made,Jawa Timur,RW 07,60185,id,Made,Taman puspa raya
Teras Rumah Cafe,,cafe,Surabaya,Indonesia,Mulyorejo,Jawa Timur,RW 05,60115,id,,Jalan Wisma Permai I
Konig,,cafe,Surabaya,Indonesia,Manyar Sabrangan,Jawa Timur,RW 10,60115,id,Manyar Sabrangan,Jalan Kertajaya Indah Tengah V
Warung Kopi PDI,,cafe,,Indonesia,,Jawa Timur,,61116,id,Bedilan,Jalan Jaksa Agung Suprapto
warung pojok,,cafe,,Indonesia,,Jawa Timur,,61116,id,,Jalan Maulana Malik Ibrahim
Warung Ultra,,cafe,,Indonesia,,Jawa Timur,,61116,id,Bedilan,Jalan Jaksa Agung Suprapto
Starbucks,,cafe,Surabaya,Indonesia,Kedungdoro,Jawa Timur,RW 10,60275,id,Kedungdoro,Jalan Mergoyoso
Depot 20,Mo-Su 09:00-21:00,cafe,Surabaya,Indonesia,Embong Kaliasin,Jawa Timur,RW 08,60271,id,Embong Kaliasin,Jalan Embong Blimbing
Coffee Estatindo,Mo-Su 10:00-23:00,cafe,Surabaya,Indonesia,Kedung Baruk,Jawa Timur,RW 05,60223,id,Kedung Baruk,Jalan Dr. Ir. H. Soekarno
The Avenue Lounge Bar,,cafe,Surabaya,Indonesia,Dukuh Pakis,Jawa Timur,RW 02,60256,id,Dukuh Pakis,Jalan Mayjend Sungkono
Starbucks,Mo-Su 08:00-22:00,cafe,Surabaya,Indonesia,Babatan,Jawa Timur,Kawasan Superblock Pakuwon,60185,id,Babatan,Jalan Bukit Darmo Boulevard
"Dunkin' Donuts Bunguran",,cafe,Surabaya,Indonesia,Pakis,Jawa Timur,RW 09,61256,id,Pakis,Jalan Dukuh Kupang Timur XIX
warung spensa,,cafe,,Indonesia,,Jawa Timur,,61116,id,Bedilan,Jalan Jaksa Agung Suprapto
Warung APJ,,cafe,,Indonesia,,Jawa Timur,,61116,id,Bedilan,Jalan Jaksa Agung Suprapto
Sugabites,,cafe,Surabaya,Indonesia,Pradahkali Kendal,Jawa Timur,RW 11,60185,id,Pradahkali Kendal,Jalan Kondominium Graha Famili
TGC,Mo-Su 06:00-23:45,cafe,Surabaya,Indonesia,Pradahkali Kendal,Jawa Timur,RW 11,60185,id,Pradahkali Kendal,Jalan Kondominium Graha Famili
"Zangrandi, Ice Cream",,cafe,Surabaya,Indonesia,Embong Kaliasin,Jawa Timur,RW 02,60271,id,Embong Kaliasin,Jalan Yos Sudarso
KFC,Mo-Su 10:00-22:00,fast_food,Surabaya,Indonesia,Pradahkali Kendal,Jawa Timur,Kawasan Superblock Pakuwon,60185,id,Pradahkali Kendal,Jalan Puncak Indah Lontar Barat
Bumbu jawa,,fast_food,Surabaya,Indonesia,Pradahkali Kendal,Jawa Timur,RW 02,60185,id,Pradahkali Kendal,Jalan Graha Famili Barat 1
KFC,,fast_food,Surabaya,Indonesia,Darmo,Jawa Timur,RW 10,60225,id,,Jalan Mangkunegoro
"McDonald's",24/7,fast_food,Surabaya,Indonesia,Pradahkali Kendal,Jawa Timur,RW 02,60256,id,Pradahkali Kendal,Jalan Raya Graha Famili Utara
Mr. Big Tummy,Mo-Su 10:00-22:00,fast_food,Surabaya,Indonesia,Pradahkali Kendal,Jawa Timur,RW 02,60185,id,Pradahkali Kendal,Jalan Kondominium Graha Famili
Kmie,,fast_food,Surabaya,Indonesia,Pradahkali Kendal,Jawa Timur,RW 02,60185,id,Pradahkali Kendal,Jalan Kondominium Graha Famili
Burger King,,fast_food,Surabaya,Indonesia,Embong Kaliasin,Jawa Timur,RW 01,60271,id,Embong Kaliasin,Jalan Pemuda
"Carl's Jr Kertajaya",,fast_food,Surabaya,Indonesia,Manyar Sabrangan,Jawa Timur,RW 10,60115,id,Manyar Sabrangan,Jalan Raya Kertajaya Indah
McDonalds,,fast_food,Surabaya,Indonesia,Embong Kaliasin,Jawa Timur,RW 01,60271,id,Embong Kaliasin,Jalan Pemuda
Mr. Jack,24/7,fast_food,Surabaya,Indonesia,Menur Pumpungan,Jawa Timur,RW 05,60118,id,Menur Pumpungan,Jalan Manyar Rejo III
"Sissy's kitchen",Mo-Su 14:00-23:00,fast_food,Surabaya,Indonesia,Pradahkali Kendal,Jawa Timur,RW 02,60185,id,Pradahkali Kendal,Jalan Kondominium Graha Famili
Burger King,,fast_food,,Indonesia,,Jawa Timur,,61253,id,Betro,Jalan Ir. H. Juanda
"McDonald's",,fast_food,Surabaya,Indonesia,Alon-Alon Contong,Jawa Timur,RW 01,60174,id,,Jalan Pahlawan
Mie Ayam Lumayan,,fast_food,Surabaya,Indonesia,Rungkut Kidul,Jawa Timur,RW 10,60293,id,Rungkut Kidul,Jalan Rungkut Asri
Wing stop,,fast_food,Surabaya,Indonesia,Lidah Wetan,Jawa Timur,RW 06,60185,id,Lidah Wetan,Jalan Lingkar Dalam Barat
"McDonald's",,fast_food,Surabaya,Indonesia,Babatan,Jawa Timur,RW 01,60223,id,Babatan,Jalan Babatan
"Carl's jr",Mo-Su 08:00-00:00,fast_food,Surabaya,Indonesia,Lidah Wetan,Jawa Timur,RW 06,60185,id,Lidah Wetan,Jalan Lingkar Dalam Barat
"McDonald's Mulyosari",,fast_food,Surabaya,Indonesia,Kalisari,Jawa Timur,RW 04,60112,id,,Jalan Central Park Regency Cluster
"Carl's Jr",,fast_food,Surabaya,Indonesia,Dr. Sutomo,Jawa Timur,RW 08,60265,id,Dr. Sutomo,Jalan Cokroaminoto
Sourrp me,,fast_food,Surabaya,Indonesia,Lidah Kulon,Jawa Timur,RW 13,60185,id,Lidah Kulon,Jalan Niagara Gapura
Sasty,Mo-Su 17:00-23:00,fast_food,Surabaya,Indonesia,Pradahkali Kendal,Jawa Timur,RW 02,60185,id,Pradahkali Kendal,Jalan Kondominium Graha Famili
KFC,,fast_food,,Indonesia,,Jawa Timur,,61253,id,Betro,Jalan Ir. H. Juanda
"McDonald's Mayjen Sungkono",,fast_food,Surabaya,Indonesia,Dukuh Pakis,Jawa Timur,RW 02,60188,id,Dukuh Pakis,Jalan Mayjend Sungkono
KFC,,fast_food,,Indonesia,,Jawa Timur,,61253,id,Betro,Jalan Ir. H. Juanda
KFC Adityawarman,,fast_food,Surabaya,Indonesia,Sawunggaling,Jawa Timur,RW 11,60243,id,Sawunggaling,Jalan Adityawarman
A&W Tamansari Papilio,,fast_food,Surabaya,Indonesia,Gayungan,Jawa Timur,RW 02,60235,id,,Jalan A Yani Frontage Barat
"Beard papa's",,fast_food,,Indonesia,,Jawa Timur,,60252,id,Semampir,Jalan By Pass Juanda
KFC,,fast_food,,Indonesia,,Jawa Timur,,60271,id,Entalsewu,Jalan Tol Surabaya–Porong
Pigmalion,Mo-Su 16:00-23:00,fast_food,Surabaya,Indonesia,Pradahkali Kendal,Jawa Timur,RW 02,60185,id,Pradahkali Kendal,Jalan Kondominium Graha Famili
Pizza hut,Mo-Su 10:00-23:00,fast_food,Surabaya,Indonesia,Lontar,Jawa Timur,RW 13,60185,id,,Jalan Niagara Gapura
Djogja,,fast_food,Surabaya,Indonesia,Lidah Kulon,Jawa Timur,RW 13,60185,id,Lidah Kulon,Jalan Niagara Gapura
A&W Puri Mas,,fast_food,Surabaya,Indonesia,Gunung Anyar,Jawa Timur,RW 06,60294,id,Gunung Anyar,Jalan Perum IKIP Gunung Anyar Indah
Richeese factory,,fast_food,Surabaya,Indonesia,Babatan,Jawa Timur,Kawasan Superblock Pakuwon,60185,id,Babatan,Jalan Bukit Darmo Boulevard
M,,fast_food,Surabaya,Indonesia,Babatan,Jawa Timur,Kawasan Superblock Pakuwon,60185,id,Babatan,Jalan Bukit Darmo Boulevard
KFC,,fast_food,Surabaya,Indonesia,Alon-Alon Contong,Jawa Timur,RW 01,60174,id,,Jalan Pahlawan
KFC,,fast_food,Surabaya,Indonesia,Kalisari,Jawa Timur,RW 04,60112,id,,Jalan Central Park Regency Cluster
Mc donald,,fast_food,,Indonesia,,Jawa Timur,,60271,id,Jati,Jalan Pahlawan
Bakso 88,,fast_food,,Indonesia,,Jawa Timur,,61254,id,Waru,Jalan Letjen S Parman
Pizza hut,Mo-Su 10:00-22:00,fast_food,Surabaya,Indonesia,Pradahkali Kendal,Jawa Timur,Kawasan Superblock Pakuwon,60185,id,Pradahkali Kendal,Jalan Puncak Indah Lontar Barat
"McDonald's",,fast_food,,Indonesia,,Jawa Timur,,60252,id,Pabean,Jalan Letjend. Suprapto
Burger king,Mo-Su 10:00-22:00,fast_food,Surabaya,Indonesia,Pradahkali Kendal,Jawa Timur,Kawasan Superblock Pakuwon,60185,id,Pradahkali Kendal,Jalan Puncak Indah Lontar Barat
Carls Jr,,fast_food,,Indonesia,,Jawa Timur,,61253,id,Betro,Jalan Ir. H. Juanda
Depot family,,fast_food,Surabaya,Indonesia,Babatan,Jawa Timur,Kawasan Superblock Pakuwon,60185,id,Babatan,Jalan Bukit Darmo Boulevard
"McDonald's Rungkut Madya",,fast_food,Surabaya,Indonesia,Rungkut Kidul,Jawa Timur,RW 07,60293,id,Rungkut Kidul,Jalan Rungkut Madya
PT. Sisnet Mitra Sejahtera,,guest_house,Surabaya,Indonesia,Kali Rungkut,Jawa Timur,RW 11,60293,id,,Jalan Rungkut Asri IV
,Su 10:00-22:00,guest_house,,Indonesia,,Jawa Timur,,61224,id,Cemeng Kalang,JI-154
House of Darmawan,,guest_house,Surabaya,Indonesia,Dukuh Sutorejo,Jawa Timur,RW 09,60113,id,,Jalan Sutorejo Baru
TAS 3,,guest_house,,Indonesia,,Jawa Timur,,61262,id,Semambung,JI-154
kertajaya 3d,,guest_house,Surabaya,Indonesia,Gubeng,Jawa Timur,RW 01,60281,id,Gubeng,Jalan Gubeng Kertajaya III D
wisma Shanty,,guest_house,Surabaya,Indonesia,Wonorejo,Jawa Timur,RW 03,60223,id,,Jalan Wonorejo Asri Perumahan Pondok Tanjung Permai 2
rumah semolo,,guest_house,Surabaya,Indonesia,Semolowaru,Jawa Timur,RW 01,60119,id,Semolowaru,Jalan Semolowaru Utara VIII
rumah pucang,,guest_house,Surabaya,Indonesia,Kertajaya,Jawa Timur,RW 05,60281,id,Kertajaya,Jalan Pucang Windu
Kost KITA,,guest_house,Surabaya,Indonesia,Pradahkali Kendal,Jawa Timur,RW 01,60225,id,Pradahkali Kendal,Jalan Pradah Kali Kendal VI
Jojoran Stal,,guest_house,Surabaya,Indonesia,Airlangga,Jawa Timur,RW 08,60281,id,Airlangga,Jalan Karang Menjangan
Asrama Haji Sukolilo Surabaya,,guest_house,Surabaya,Indonesia,Klampis Ngasem,Jawa Timur,RW 09,60117,id,,Jalan Raya Manyar Kertoadi
Losmen Puri,,guest_house,Surabaya,Indonesia,Peneleh,Jawa Timur,RW 05,60174,id,Peneleh,Jalan Makam Peneleh
Da Rafi Hostel,,hostel,,Indonesia,,Jawa Timur,,61256,id,Wadungasri,Jalan Wadung Asri
Darma Husada Penginapan,,hostel,Surabaya,Indonesia,Pacar Kembang,Jawa Timur,RW 01,60285,id,Pacar Kembang,Jalan Dharmahusada I
Pondok Asri Family Guest House,,hostel,Surabaya,Indonesia,Pucang Sewu,Jawa Timur,RW 04,60283,id,Pucang Sewu,Jalan Kalibokor Selatan
Kos Blambangan 12,,hostel,Surabaya,Indonesia,Keputran,Jawa Timur,RW 06,60265,id,Keputran,Jalan Blambangan
Eve Palace,,hostel,Surabaya,Indonesia,SiwalanKerto,Jawa Timur,RW 01,60236,id,Siwalankerto,Jalan Siwalankerto VIII
Blok AM 7,,hostel,Surabaya,Indonesia,Kali Rungkut,Jawa Timur,RW 01,60293,id,Kali Rungkut,Jalan Kali Rungkut
Pondok L.-Fash,,hostel,Surabaya,Indonesia,Kertajaya,Jawa Timur,RW 10,60281,id,,Jalan Gubeng Kertajaya IV D
C1,,hostel,Surabaya,Indonesia,SiwalanKerto,Jawa Timur,RW 01,60236,id,Siwalankerto,Jalan Siwalankerto VIII
Homestay Sepuluh Enam 106,,hostel,Surabaya,Indonesia,Tenggilis Mejoyo,Jawa Timur,RW 01,60292,id,,Jalan Tenggilis Mejoyo
Graha Ara Homestay,,hostel,Surabaya,Indonesia,Mojo,Jawa Timur,RW 03,60281,id,Mojo,Jalan Kedung Pengkol III
The Dharma,,hostel,Surabaya,Indonesia,Pacar Kembang,Jawa Timur,RW 01,60285,id,Pacar Kembang,Jalan Kedung Tarukan VII
Jojoran Stal,,hostel,Surabaya,Indonesia,Airlangga,Jawa Timur,RW 08,60281,id,Airlangga,Jalan Karang Menjangan
Rmh Ibu q,,hostel,Surabaya,Indonesia,Gubeng,Jawa Timur,RW 01,60281,id,Gubeng,Jalan Gubeng Kertajaya I A
Rock Hotel,,hotel,Surabaya,Indonesia,Baratajaya,Jawa Timur,RW 03,60284,id,,Jalan Barata Jaya 17
Country Heritage Resort Hotel,,hotel,Surabaya,Indonesia,Ngiden Jangkungan,Jawa Timur,RW 04,60118,id,Ngiden Jangkungan,Jalan Nginden Permata
Pop! Hotel,,hotel,Surabaya,Indonesia,Gubeng,Jawa Timur,RW 04,60281,id,Gubeng,Jalan Bangka
Hotel Walan Syariah,,hotel,,Indonesia,,Jawa Timur,,61253,id,Sedati Agung,Jalan Garuda
Hotel Sulawesi Gorontalo,,hotel,Surabaya,Indonesia,Embong Kaliasin,Jawa Timur,RW 04,60271,id,Embong Kaliasin,Jalan Embong Cerme
Farila Guest House,,hotel,Surabaya,Indonesia,Putat Jaya,Jawa Timur,RW 13,61256,id,Putat Jaya,Jalan Dukuh Kupang
Hotel Tanjung Emas,,hotel,Surabaya,Indonesia,Ngagel,Jawa Timur,RW 04,60246,id,,Jalan Flores
Santika Hotel Surabaya,,hotel,Surabaya,Indonesia,Dr. Sutomo,Jawa Timur,RW 08,60264,id,,Jalan Pandegiling
New Grand Park Hotel,,hotel,Surabaya,Indonesia,Bongkaran,Jawa Timur,RW 04,60161,id,Bongkaran,Jalan Samudra
